fighter_1,fighter_2,bookmaker,type,point,price,fetched_at,commence_time
Ariane Lipski,Jena Bishop,BetOnline.ag,Over,2.5,1.77,2026-06-27,2026-06-28
Ariane Lipski,Jena Bishop,BetOnline.ag,Under,2.5,2.1,2026-06-27,2026-06-28
Khasan Magomedsharipov,Joshua Weems,BetOnline.ag,Over,1.5,3.8,2026-06-27,2026-06-28
Khasan Magomedsharipov,Joshua Weems,BetOnline.ag,Under,1.5,1.29,2026-06-27,2026-06-28
Abraham Bably,Rob Wilkinson,BetOnline.ag,Over,1.5,1.83,2026-06-27,2026-06-28
Abraham Bably,Rob Wilkinson,BetOnline.ag,Under,1.5,2.0,2026-06-27,2026-06-28
Alexander Shabliy,Alfie Davis,BetOnline.ag,Over,2.5,1.4,2026-06-27,2026-06-28
Alexander Shabliy,Alfie Davis,BetOnline.ag,Under,2.5,3.07,2026-06-27,2026-06-28
Liz Carmouche,Viviane Araujo,BetOnline.ag,Over,2.5,1.31,2026-06-27,2026-06-28
Liz Carmouche,Viviane Araujo,BetOnline.ag,Under,2.5,3.63,2026-06-27,2026-06-28
AJ McKee,Salamat Isbulaev,BetOnline.ag,Over,2.5,1.61,2026-06-27,2026-06-28
AJ McKee,Salamat Isbulaev,BetOnline.ag,Under,2.5,2.45,2026-06-27,2026-06-28
Brandon Royval,Lone'er Kavanagh,1xBet,Over,2.5,1.5,2026-06-27,2026-07-11
Brandon Royval,Lone'er Kavanagh,1xBet,Under,2.5,2.48,2026-06-27,2026-07-11
Gable Steveson,Elisha Ellison,1xBet,Over,0.5,1.45,2026-06-27,2026-07-12
Gable Steveson,Elisha Ellison,1xBet,Under,0.5,2.65,2026-06-27,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Over,2.5,1.4,2026-06-27,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Under,2.5,2.8,2026-06-27,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Over,2.5,2.16,2026-06-27,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Under,2.5,1.65,2026-06-27,2026-07-12
Conor McGregor,Max Holloway,1xBet,Over,2.5,1.75,2026-06-27,2026-07-12
Conor McGregor,Max Holloway,1xBet,Under,2.5,2.08,2026-06-27,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Over,2.5,1.81,2026-06-27,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Under,2.5,1.93,2026-06-27,2026-07-12
Brandon Royval,Lone'er Kavanagh,1xBet,Over,2.5,1.5,2026-06-29,2026-07-11
Brandon Royval,Lone'er Kavanagh,1xBet,Under,2.5,2.48,2026-06-29,2026-07-11
Gable Steveson,Elisha Ellison,1xBet,Over,0.5,1.45,2026-06-29,2026-07-12
Gable Steveson,Elisha Ellison,1xBet,Under,0.5,2.65,2026-06-29,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Over,2.5,1.4,2026-06-29,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Under,2.5,2.8,2026-06-29,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Over,2.5,2.16,2026-06-29,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Under,2.5,1.65,2026-06-29,2026-07-12
Conor McGregor,Max Holloway,1xBet,Over,2.5,1.9,2026-06-29,2026-07-12
Conor McGregor,Max Holloway,1xBet,Under,2.5,1.9,2026-06-29,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Over,2.5,1.88,2026-06-29,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Under,2.5,1.85,2026-06-29,2026-07-12
Gable Steveson,Elisha Ellison,1xBet,Over,0.5,1.45,2026-07-01,2026-07-12
Gable Steveson,Elisha Ellison,1xBet,Under,0.5,2.65,2026-07-01,2026-07-12
Brandon Royval,Lone'er Kavanagh,1xBet,Over,2.5,1.5,2026-07-01,2026-07-12
Brandon Royval,Lone'er Kavanagh,1xBet,Under,2.5,2.48,2026-07-01,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Over,2.5,1.4,2026-07-01,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Under,2.5,2.8,2026-07-01,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Over,2.5,2.16,2026-07-01,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Under,2.5,1.65,2026-07-01,2026-07-12
Conor McGregor,Max Holloway,1xBet,Over,2.5,1.9,2026-07-01,2026-07-12
Conor McGregor,Max Holloway,1xBet,Under,2.5,1.9,2026-07-01,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Over,2.5,1.88,2026-07-01,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Under,2.5,1.85,2026-07-01,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Over,2.5,2.16,2026-07-02,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,1xBet,Under,2.5,1.65,2026-07-02,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,PMU (FR),Over,2.5,2.25,2026-07-02,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,PMU (FR),Under,2.5,1.6,2026-07-02,2026-07-11
Max Holloway,Conor McGregor,1xBet,Over,2.5,1.9,2026-07-02,2026-07-11
Max Holloway,Conor McGregor,1xBet,Under,2.5,1.9,2026-07-02,2026-07-11
Max Holloway,Conor McGregor,Pinnacle,Over,2.5,1.93,2026-07-02,2026-07-11
Max Holloway,Conor McGregor,Pinnacle,Under,2.5,1.88,2026-07-02,2026-07-11
Max Holloway,Conor McGregor,PMU (FR),Over,2.5,1.88,2026-07-02,2026-07-11
Max Holloway,Conor McGregor,PMU (FR),Under,2.5,1.85,2026-07-02,2026-07-11
Gable Steveson,Elisha Ellison,1xBet,Over,0.5,1.45,2026-07-02,2026-07-12
Gable Steveson,Elisha Ellison,1xBet,Under,0.5,2.65,2026-07-02,2026-07-12
Brandon Royval,Lone'er Kavanagh,1xBet,Over,2.5,1.5,2026-07-02,2026-07-12
Brandon Royval,Lone'er Kavanagh,1xBet,Under,2.5,2.48,2026-07-02,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Over,2.5,1.4,2026-07-02,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Under,2.5,2.8,2026-07-02,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,BetOnline.ag,Over,2.5,2.2,2026-07-03,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,BetOnline.ag,Under,2.5,1.71,2026-07-03,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,1xBet,Over,2.5,2.16,2026-07-03,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,1xBet,Under,2.5,1.65,2026-07-03,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,PMU (FR),Over,2.5,2.25,2026-07-03,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,PMU (FR),Under,2.5,1.6,2026-07-03,2026-07-11
Max Holloway,Conor McGregor,1xBet,Over,2.5,1.9,2026-07-03,2026-07-11
Max Holloway,Conor McGregor,1xBet,Under,2.5,1.9,2026-07-03,2026-07-11
Max Holloway,Conor McGregor,BetOnline.ag,Over,2.5,2.1,2026-07-03,2026-07-11
Max Holloway,Conor McGregor,BetOnline.ag,Under,2.5,1.77,2026-07-03,2026-07-11
Max Holloway,Conor McGregor,Pinnacle,Over,2.5,1.97,2026-07-03,2026-07-11
Max Holloway,Conor McGregor,Pinnacle,Under,2.5,1.85,2026-07-03,2026-07-11
Max Holloway,Conor McGregor,PMU (FR),Over,2.5,1.88,2026-07-03,2026-07-11
Max Holloway,Conor McGregor,PMU (FR),Under,2.5,1.85,2026-07-03,2026-07-11
King Green,Terrance Mckinney,BetOnline.ag,Over,1.5,3.45,2026-07-03,2026-07-12
King Green,Terrance Mckinney,BetOnline.ag,Under,1.5,1.33,2026-07-03,2026-07-12
Gable Steveson,Elisha Ellison,1xBet,Over,0.5,1.45,2026-07-03,2026-07-12
Gable Steveson,Elisha Ellison,1xBet,Under,0.5,2.65,2026-07-03,2026-07-12
Brandon Royval,Lone'er Kavanagh,BetOnline.ag,Over,2.5,1.56,2026-07-03,2026-07-12
Brandon Royval,Lone'er Kavanagh,BetOnline.ag,Under,2.5,2.57,2026-07-03,2026-07-12
Brandon Royval,Lone'er Kavanagh,1xBet,Over,2.5,1.5,2026-07-03,2026-07-12
Brandon Royval,Lone'er Kavanagh,1xBet,Under,2.5,2.48,2026-07-03,2026-07-12
Cory Sandhagen,Mario Bautista,BetOnline.ag,Over,2.5,1.39,2026-07-03,2026-07-12
Cory Sandhagen,Mario Bautista,BetOnline.ag,Under,2.5,3.11,2026-07-03,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Over,2.5,1.4,2026-07-03,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Under,2.5,2.8,2026-07-03,2026-07-12
Damiano Scogna,Rony Henrique,BetOnline.ag,Over,2.5,1.8,2026-07-04,2026-07-04
Damiano Scogna,Rony Henrique,BetOnline.ag,Under,2.5,2.05,2026-07-04,2026-07-04
Oscar Ownsworth,Gabriele Galluccio,BetOnline.ag,Over,2.5,1.71,2026-07-04,2026-07-04
Oscar Ownsworth,Gabriele Galluccio,BetOnline.ag,Under,2.5,2.2,2026-07-04,2026-07-04
Norbert Pietrzak,Nell Ariano,BetOnline.ag,Over,1.5,1.56,2026-07-04,2026-07-04
Norbert Pietrzak,Nell Ariano,BetOnline.ag,Under,1.5,2.57,2026-07-04,2026-07-04
Stevie Lee,Vladimir Stanca,BetOnline.ag,Over,1.5,2.05,2026-07-04,2026-07-04
Stevie Lee,Vladimir Stanca,BetOnline.ag,Under,1.5,1.8,2026-07-04,2026-07-04
George Hardwick,Nicolas Savio,BetOnline.ag,Over,2.5,1.83,2026-07-04,2026-07-04
George Hardwick,Nicolas Savio,BetOnline.ag,Under,2.5,2.0,2026-07-04,2026-07-04
Paddy Pimblett,Benoit Saint-Denis,BetOnline.ag,Over,2.5,2.49,2026-07-04,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,BetOnline.ag,Under,2.5,1.59,2026-07-04,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,1xBet,Over,2.5,2.16,2026-07-04,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,1xBet,Under,2.5,1.65,2026-07-04,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,PMU (FR),Over,2.5,2.25,2026-07-04,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,PMU (FR),Under,2.5,1.6,2026-07-04,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,Pinnacle,Over,2.5,2.39,2026-07-04,2026-07-11
Paddy Pimblett,Benoit Saint-Denis,Pinnacle,Under,2.5,1.59,2026-07-04,2026-07-11
Max Holloway,Conor McGregor,1xBet,Over,2.5,1.9,2026-07-04,2026-07-11
Max Holloway,Conor McGregor,1xBet,Under,2.5,1.9,2026-07-04,2026-07-11
Max Holloway,Conor McGregor,BetOnline.ag,Over,2.5,2.15,2026-07-04,2026-07-11
Max Holloway,Conor McGregor,BetOnline.ag,Under,2.5,1.74,2026-07-04,2026-07-11
Max Holloway,Conor McGregor,Pinnacle,Over,2.5,2.05,2026-07-04,2026-07-11
Max Holloway,Conor McGregor,Pinnacle,Under,2.5,1.79,2026-07-04,2026-07-11
Max Holloway,Conor McGregor,PMU (FR),Over,2.5,1.88,2026-07-04,2026-07-11
Max Holloway,Conor McGregor,PMU (FR),Under,2.5,1.85,2026-07-04,2026-07-11
Cody Durden,Alessandro Costa,BetOnline.ag,Over,1.5,1.54,2026-07-04,2026-07-11
Cody Durden,Alessandro Costa,BetOnline.ag,Under,1.5,2.61,2026-07-04,2026-07-11
Cody Durden,Alessandro Costa,1xBet,Over,2.5,2.16,2026-07-04,2026-07-11
Cody Durden,Alessandro Costa,1xBet,Under,2.5,1.65,2026-07-04,2026-07-11
Ryan Gandra,Zachary Reese,BetOnline.ag,Over,1.5,2.53,2026-07-04,2026-07-11
Ryan Gandra,Zachary Reese,BetOnline.ag,Under,1.5,1.57,2026-07-04,2026-07-11
Ryan Gandra,Zachary Reese,1xBet,Over,1.5,2.08,2026-07-04,2026-07-11
Ryan Gandra,Zachary Reese,1xBet,Under,1.5,1.7,2026-07-04,2026-07-11
Damian Pinas,Cesar Almeida,BetOnline.ag,Over,1.5,1.71,2026-07-04,2026-07-11
Damian Pinas,Cesar Almeida,BetOnline.ag,Under,1.5,2.2,2026-07-04,2026-07-11
Damian Pinas,Cesar Almeida,1xBet,Over,1.5,1.75,2026-07-04,2026-07-11
Damian Pinas,Cesar Almeida,1xBet,Under,1.5,2.0,2026-07-04,2026-07-11
Tracy Cortez,Wang Cong,BetOnline.ag,Over,2.5,1.38,2026-07-04,2026-07-11
Tracy Cortez,Wang Cong,BetOnline.ag,Under,2.5,3.19,2026-07-04,2026-07-11
Tracy Cortez,Wang Cong,1xBet,Over,2.5,1.3,2026-07-04,2026-07-11
Tracy Cortez,Wang Cong,1xBet,Under,2.5,3.3,2026-07-04,2026-07-11
Luke Riley,Kai Kamaka,1xBet,Over,2.5,1.5,2026-07-04,2026-07-11
Luke Riley,Kai Kamaka,1xBet,Under,2.5,2.48,2026-07-04,2026-07-11
Cody Garbrandt,Adrian Yanez,BetOnline.ag,Over,1.5,1.51,2026-07-04,2026-07-11
Cody Garbrandt,Adrian Yanez,BetOnline.ag,Under,1.5,2.7,2026-07-04,2026-07-11
Cody Garbrandt,Adrian Yanez,1xBet,Over,2.5,2.05,2026-07-04,2026-07-11
Cody Garbrandt,Adrian Yanez,1xBet,Under,2.5,1.72,2026-07-04,2026-07-11
Gable Steveson,Elisha Ellison,BetOnline.ag,Over,1.5,4.75,2026-07-04,2026-07-12
Gable Steveson,Elisha Ellison,BetOnline.ag,Under,1.5,1.2,2026-07-04,2026-07-12
Robert Whittaker,Nikita Krylov,BetOnline.ag,Over,1.5,1.5,2026-07-04,2026-07-12
Robert Whittaker,Nikita Krylov,BetOnline.ag,Under,1.5,2.74,2026-07-04,2026-07-12
Robert Whittaker,Nikita Krylov,1xBet,Over,1.5,1.5,2026-07-04,2026-07-12
Robert Whittaker,Nikita Krylov,1xBet,Under,1.5,2.48,2026-07-04,2026-07-12
King Green,Terrance Mckinney,BetOnline.ag,Over,1.5,3.89,2026-07-04,2026-07-12
King Green,Terrance Mckinney,BetOnline.ag,Under,1.5,1.28,2026-07-04,2026-07-12
King Green,Terrance Mckinney,1xBet,Over,0.5,1.55,2026-07-04,2026-07-12
King Green,Terrance Mckinney,1xBet,Under,0.5,2.36,2026-07-04,2026-07-12
Brandon Royval,Lone'er Kavanagh,BetOnline.ag,Over,2.5,1.56,2026-07-04,2026-07-12
Brandon Royval,Lone'er Kavanagh,BetOnline.ag,Under,2.5,2.57,2026-07-04,2026-07-12
